Weight,Brush & Floss,Exercise,Stretch 1,Stretch 2,Stretch 3,Stretch 4,Stretch 5,Read,Write,Meditate,Outside,Clean,Optimize,Eat
0,0,0,60,60,60,60,60,120,60,300,0,0,600,780
